name,pub_year,older,same_age,younger,author_age,institution,existing_collab,new_collab,older_shared_inst,same_age_shared_inst,younger_shared_inst,prop_younger,total_coauth,nb_papers,density,is_prof,group_size,perceived_as_male,department,has_research_group,OpenAlex id,group_url,first_pub_year,college,changing_rate
A. J. Weinstein,1964,2.0,1.0,0.0,0,,0.0,3.0,,,,0.0,3.0,1.0,0.0,1.0,,1.0,Physics,1.0,a5014235664,https://labcit.ligo.caltech.edu/groups/astrophysics-group/people.shtml,,Physical Science,49.820969840000004
A. J. Weinstein,1965,0.0,1.0,0.0,1,,0.0,1.0,,,,0.0,1.0,1.0,,1.0,,1.0,Physics,1.0,a5014235664,https://labcit.ligo.caltech.edu/groups/astrophysics-group/people.shtml,,Physical Science,49.820969840000004
A. J. Weinstein,1970,0.0,1.0,0.0,6,,0.0,1.0,,,,0.0,1.0,3.0,0.0,1.0,,1.0,Physics,1.0,a5014235664,https://labcit.ligo.caltech.edu/groups/astrophysics-group/people.shtml,,Physical Science,49.820969840000004
A. J. Weinstein,1974,0.0,1.0,0.0,10,"University of California, Berkeley",1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,,1.0,Physics,1.0,a5014235664,https://labcit.ligo.caltech.edu/groups/astrophysics-group/people.shtml,,Physical Science,49.820969840000004
A. J. Weinstein,1979,0.0,2.0,0.0,15,Rice University,1.0,1.0,,,,0.0,2.0,5.0,0.0,1.0,,1.0,Physics,1.0,a5014235664,https://labcit.ligo.caltech.edu/groups/astrophysics-group/people.shtml,,Physical Science,49.820969840000004
A. J. Weinstein,1981,0.0,2.0,1.0,17,"University of California, Berkeley",1.0,2.0,0.0,1.0,0.0,0.3333333333333333,3.0,4.0,0.0,1.0,,1.0,Physics,1.0,a5014235664,https://labcit.ligo.caltech.edu/groups/astrophysics-group/people.shtml,,Physical Science,49.820969840000004
A. J. Weinstein,1982,4.0,15.0,22.0,18,"University of California, Berkeley",1.0,40.0,0.0,1.0,1.0,0.5365853658536586,41.0,4.0,1.0,1.0,,1.0,Physics,1.0,a5014235664,https://labcit.ligo.caltech.edu/groups/astrophysics-group/people.shtml,,Physical Science,49.820969840000004
A. J. Weinstein,1983,1.0,3.0,2.0,19,"University of California, Berkeley",1.0,5.0,0.0,1.0,0.0,0.3333333333333333,6.0,10.0,0.333,1.0,,1.0,Physics,1.0,a5014235664,https://labcit.ligo.caltech.edu/groups/astrophysics-group/people.shtml,,Physical Science,49.820969840000004
A. J. Weinstein,1984,0.0,2.0,1.0,20,,3.0,0.0,,,,0.3333333333333333,3.0,1.0,0.0,1.0,,1.0,Physics,1.0,a5014235664,https://labcit.ligo.caltech.edu/groups/astrophysics-group/people.shtml,,Physical Science,49.820969840000004
A. J. Weinstein,1985,0.0,2.0,2.0,21,"University of California, Berkeley",3.0,1.0,0.0,0.0,1.0,0.5,4.0,14.0,1.0,1.0,,1.0,Physics,1.0,a5014235664,https://labcit.ligo.caltech.edu/groups/astrophysics-group/people.shtml,,Physical Science,49.820969840000004
A. J. Weinstein,1986,0.0,2.0,1.0,22,"University of California, Berkeley",0.0,3.0,,,,0.3333333333333333,3.0,2.0,1.0,1.0,,1.0,Physics,1.0,a5014235664,https://labcit.ligo.caltech.edu/groups/astrophysics-group/people.shtml,,Physical Science,49.820969840000004
A. J. Weinstein,1987,1.0,18.0,41.0,23,California Institute of Technology,3.0,57.0,1.0,7.0,9.0,0.6833333333333333,60.0,3.0,0.979,1.0,,1.0,Physics,1.0,a5014235664,https://labcit.ligo.caltech.edu/groups/astrophysics-group/people.shtml,,Physical Science,49.820969840000004
A. J. Weinstein,1988,1.0,15.0,46.0,24,"University of California, Berkeley",54.0,8.0,,,,0.7419354838709677,62.0,4.0,1.0,1.0,,1.0,Physics,1.0,a5014235664,https://labcit.ligo.caltech.edu/groups/astrophysics-group/people.shtml,,Physical Science,49.820969840000004
A. J. Weinstein,1989,2.0,22.0,46.0,25,"University of California, Santa Cruz",54.0,16.0,0.0,4.0,9.0,0.6571428571428571,70.0,6.0,0.953,1.0,,1.0,Physics,1.0,a5014235664,https://labcit.ligo.caltech.edu/groups/astrophysics-group/people.shtml,,Physical Science,49.820969840000004
A. J. Weinstein,1990,1.0,14.0,42.0,26,"University of California, Berkeley",48.0,9.0,,,,0.7368421052631579,57.0,3.0,0.886,1.0,,1.0,Physics,1.0,a5014235664,https://labcit.ligo.caltech.edu/groups/astrophysics-group/people.shtml,,Physical Science,49.820969840000004
A. J. Weinstein,1991,10.0,18.0,76.0,27,"University of California, Berkeley",9.0,95.0,,,,0.7307692307692307,104.0,6.0,0.776,1.0,,1.0,Physics,1.0,a5014235664,https://labcit.ligo.caltech.edu/groups/astrophysics-group/people.shtml,,Physical Science,49.820969840000004
A. J. Weinstein,1992,21.0,41.0,168.0,28,California Institute of Technology,125.0,105.0,1.0,13.0,34.0,0.7304347826086957,230.0,9.0,0.542,1.0,,1.0,Physics,1.0,a5014235664,https://labcit.ligo.caltech.edu/groups/astrophysics-group/people.shtml,,Physical Science,49.820969840000004
A. J. Weinstein,1993,17.0,34.0,119.0,29,,145.0,25.0,,,,0.7,170.0,9.0,0.707,1.0,,1.0,Physics,1.0,a5014235664,https://labcit.ligo.caltech.edu/groups/astrophysics-group/people.shtml,,Physical Science,49.820969840000004
A. J. Weinstein,1994,16.0,35.0,152.0,30,California Institute of Technology,165.0,38.0,0.0,0.0,1.0,0.7487684729064039,203.0,14.0,0.718,1.0,,1.0,Physics,1.0,a5014235664,https://labcit.ligo.caltech.edu/groups/astrophysics-group/people.shtml,,Physical Science,49.820969840000004
A. J. Weinstein,1995,6.0,19.0,86.0,31,"University of California, Berkeley",96.0,15.0,0.0,4.0,4.0,0.7747747747747747,111.0,4.0,0.959,1.0,,1.0,Physics,1.0,a5014235664,https://labcit.ligo.caltech.edu/groups/astrophysics-group/people.shtml,,Physical Science,49.820969840000004
A. J. Weinstein,1996,11.0,37.0,139.0,32,California Institute of Technology,149.0,38.0,0.0,0.0,1.0,0.7433155080213903,187.0,11.0,0.699,1.0,,1.0,Physics,1.0,a5014235664,https://labcit.ligo.caltech.edu/groups/astrophysics-group/people.shtml,,Physical Science,49.820969840000004
A. J. Weinstein,1997,13.0,30.0,162.0,33,California Institute of Technology,165.0,40.0,0.0,4.0,6.0,0.7902439024390244,205.0,11.0,0.687,1.0,,1.0,Physics,1.0,a5014235664,https://labcit.ligo.caltech.edu/groups/astrophysics-group/people.shtml,,Physical Science,49.820969840000004
A. J. Weinstein,1998,14.0,34.0,210.0,34,California Institute of Technology,199.0,59.0,1.0,10.0,29.0,0.813953488372093,258.0,16.0,0.568,1.0,,1.0,Physics,1.0,a5014235664,https://labcit.ligo.caltech.edu/groups/astrophysics-group/people.shtml,,Physical Science,49.820969840000004
A. J. Weinstein,1999,11.0,26.0,136.0,35,California Institute of Technology,148.0,25.0,1.0,2.0,6.0,0.7861271676300579,173.0,16.0,0.743,1.0,,1.0,Physics,1.0,a5014235664,https://labcit.ligo.caltech.edu/groups/astrophysics-group/people.shtml,,Physical Science,49.820969840000004
A. J. Weinstein,2000,14.0,31.0,162.0,36,California Institute of Technology,172.0,35.0,1.0,0.0,6.0,0.782608695652174,207.0,13.0,0.68,1.0,,1.0,Physics,1.0,a5014235664,https://labcit.ligo.caltech.edu/groups/astrophysics-group/people.shtml,,Physical Science,49.820969840000004
A. J. Weinstein,2001,17.0,42.0,265.0,37,California Institute of Technology,249.0,75.0,1.0,1.0,11.0,0.8179012345679012,324.0,26.0,0.439,1.0,,1.0,Physics,1.0,a5014235664,https://labcit.ligo.caltech.edu/groups/astrophysics-group/people.shtml,,Physical Science,49.820969840000004
A. J. Weinstein,2002,9.0,26.0,132.0,38,California Institute of Technology,154.0,13.0,1.0,0.0,4.0,0.7904191616766467,167.0,9.0,0.774,1.0,,1.0,Physics,1.0,a5014235664,https://labcit.ligo.caltech.edu/groups/astrophysics-group/people.shtml,,Physical Science,49.820969840000004
A. J. Weinstein,2003,12.0,32.0,139.0,39,California Institute of Technology,138.0,45.0,1.0,4.0,18.0,0.7595628415300546,183.0,13.0,0.582,1.0,,1.0,Physics,1.0,a5014235664,https://labcit.ligo.caltech.edu/groups/astrophysics-group/people.shtml,,Physical Science,49.820969840000004
A. J. Weinstein,2004,11.0,21.0,121.0,40,"University of California, Berkeley",120.0,33.0,,,,0.7908496732026143,153.0,11.0,0.717,1.0,,1.0,Physics,1.0,a5014235664,https://labcit.ligo.caltech.edu/groups/astrophysics-group/people.shtml,,Physical Science,49.820969840000004
A. J. Weinstein,2005,13.0,40.0,203.0,41,California Institute of Technology,139.0,117.0,1.0,0.0,3.0,0.79296875,256.0,14.0,0.482,1.0,,1.0,Physics,1.0,a5014235664,https://labcit.ligo.caltech.edu/groups/astrophysics-group/people.shtml,,Physical Science,49.820969840000004
A. J. Weinstein,2006,8.0,38.0,179.0,42,California Institute of Technology,121.0,104.0,0.0,4.0,14.0,0.7955555555555556,225.0,7.0,0.41,1.0,,1.0,Physics,1.0,a5014235664,https://labcit.ligo.caltech.edu/groups/astrophysics-group/people.shtml,,Physical Science,49.820969840000004
A. J. Weinstein,2007,7.0,10.0,82.0,43,California Institute of Technology,85.0,14.0,0.0,0.0,1.0,0.8282828282828283,99.0,3.0,0.926,1.0,,1.0,Physics,1.0,a5014235664,https://labcit.ligo.caltech.edu/groups/astrophysics-group/people.shtml,,Physical Science,49.820969840000004
A. J. Weinstein,2008,0.0,5.0,18.0,44,California Institute of Technology,11.0,12.0,0.0,1.0,9.0,0.782608695652174,23.0,5.0,0.503,1.0,,1.0,Physics,1.0,a5014235664,https://labcit.ligo.caltech.edu/groups/astrophysics-group/people.shtml,,Physical Science,49.820969840000004
A. J. Weinstein,2009,2.0,12.0,43.0,45,"University of California, Berkeley",5.0,52.0,,,,0.7543859649122807,57.0,4.0,0.576,1.0,,1.0,Physics,1.0,a5014235664,https://labcit.ligo.caltech.edu/groups/astrophysics-group/people.shtml,,Physical Science,49.820969840000004
A. J. Weinstein,2010,0.0,1.0,10.0,46,California Institute of Technology,1.0,10.0,0.0,1.0,4.0,0.9090909090909092,11.0,5.0,0.381,1.0,,1.0,Physics,1.0,a5014235664,https://labcit.ligo.caltech.edu/groups/astrophysics-group/people.shtml,,Physical Science,49.820969840000004
A. J. Weinstein,2011,0.0,0.0,8.0,47,"University of California, Berkeley",2.0,6.0,,,,1.0,8.0,2.0,0.0,1.0,,1.0,Physics,1.0,a5014235664,https://labcit.ligo.caltech.edu/groups/astrophysics-group/people.shtml,,Physical Science,49.820969840000004
A. J. Weinstein,2012,0.0,2.0,12.0,48,California Institute of Technology,6.0,8.0,0.0,1.0,4.0,0.8571428571428571,14.0,3.0,1.0,1.0,,1.0,Physics,1.0,a5014235664,https://labcit.ligo.caltech.edu/groups/astrophysics-group/people.shtml,,Physical Science,49.820969840000004
A. J. Weinstein,2013,1.0,6.0,25.0,49,"University of California, Berkeley",9.0,23.0,0.0,0.0,1.0,0.78125,32.0,5.0,0.838,1.0,,1.0,Physics,1.0,a5014235664,https://labcit.ligo.caltech.edu/groups/astrophysics-group/people.shtml,,Physical Science,49.820969840000004
A. J. Weinstein,2014,0.0,2.0,18.0,50,California Institute of Technology,7.0,13.0,0.0,0.0,6.0,0.9,20.0,6.0,0.305,1.0,,1.0,Physics,1.0,a5014235664,https://labcit.ligo.caltech.edu/groups/astrophysics-group/people.shtml,,Physical Science,49.820969840000004
A. J. Weinstein,2015,3.0,8.0,74.0,51,California Institute of Technology,6.0,79.0,0.0,2.0,6.0,0.8705882352941177,85.0,7.0,0.402,1.0,,1.0,Physics,1.0,a5014235664,https://labcit.ligo.caltech.edu/groups/astrophysics-group/people.shtml,,Physical Science,49.820969840000004
A. J. Weinstein,2016,1.0,2.0,28.0,52,California Institute of Technology,6.0,25.0,0.0,1.0,6.0,0.9032258064516128,31.0,4.0,0.828,1.0,,1.0,Physics,1.0,a5014235664,https://labcit.ligo.caltech.edu/groups/astrophysics-group/people.shtml,,Physical Science,49.820969840000004
A. J. Weinstein,2017,2.0,6.0,40.0,53,California Institute of Technology,27.0,21.0,0.0,0.0,8.0,0.8333333333333334,48.0,7.0,0.424,1.0,,1.0,Physics,1.0,a5014235664,https://labcit.ligo.caltech.edu/groups/astrophysics-group/people.shtml,,Physical Science,49.820969840000004
A. J. Weinstein,2018,2.0,9.0,40.0,54,California Institute of Technology,41.0,10.0,0.0,0.0,2.0,0.7843137254901961,51.0,4.0,0.55,1.0,,1.0,Physics,1.0,a5014235664,https://labcit.ligo.caltech.edu/groups/astrophysics-group/people.shtml,,Physical Science,49.820969840000004
A. J. Weinstein,2019,0.0,7.0,41.0,55,California Institute of Technology,28.0,20.0,0.0,0.0,1.0,0.8541666666666666,48.0,10.0,0.514,1.0,,1.0,Physics,1.0,a5014235664,https://labcit.ligo.caltech.edu/groups/astrophysics-group/people.shtml,,Physical Science,49.820969840000004
A. J. Weinstein,2020,1.0,2.0,40.0,56,California Institute of Technology,27.0,16.0,0.0,0.0,3.0,0.9302325581395348,43.0,3.0,0.442,1.0,,1.0,Physics,1.0,a5014235664,https://labcit.ligo.caltech.edu/groups/astrophysics-group/people.shtml,,Physical Science,49.820969840000004
A. J. Weinstein,2021,2.0,12.0,103.0,57,"University of California, Berkeley",48.0,69.0,,,,0.8803418803418803,117.0,7.0,0.343,1.0,,1.0,Physics,1.0,a5014235664,https://labcit.ligo.caltech.edu/groups/astrophysics-group/people.shtml,,Physical Science,49.820969840000004
A. J. Weinstein,2022,1.0,1.0,5.0,58,California Institute of Technology,5.0,2.0,0.0,0.0,1.0,0.7142857142857143,7.0,3.0,0.167,1.0,,1.0,Physics,1.0,a5014235664,https://labcit.ligo.caltech.edu/groups/astrophysics-group/people.shtml,,Physical Science,49.820969840000004
A. J. Weinstein,2023,1.0,2.0,12.0,59,California Institute of Technology,11.0,4.0,0.0,1.0,3.0,0.8,15.0,4.0,0.444,1.0,,1.0,Physics,1.0,a5014235664,https://labcit.ligo.caltech.edu/groups/astrophysics-group/people.shtml,,Physical Science,49.820969840000004
A. Ross Otto,1970,0.0,1.0,0.0,0,The University of Texas at Austin,0.0,1.0,,,,0.0,1.0,1.0,0.0,1.0,17.0,1.0,Psychology,1.0,a5034124363,https://ottolab.persona.co/People,2008.0,Psychological Science,4.9552501575
A. Ross Otto,2009,0.0,1.0,2.0,39,The University of Texas at Austin,1.0,2.0,0.0,1.0,1.0,0.6666666666666666,3.0,2.0,1.0,1.0,17.0,1.0,Psychology,1.0,a5034124363,https://ottolab.persona.co/People,2008.0,Psychological Science,4.9552501575
A. Ross Otto,2010,0.0,1.0,2.0,40,The University of Texas at Austin,3.0,0.0,0.0,1.0,1.0,0.6666666666666666,3.0,4.0,1.0,1.0,17.0,1.0,Psychology,1.0,a5034124363,https://ottolab.persona.co/People,2008.0,Psychological Science,4.9552501575
A. Ross Otto,2011,1.0,3.0,5.0,41,The University of Texas at Austin,2.0,7.0,0.0,1.0,1.0,0.5555555555555556,9.0,4.0,0.75,1.0,17.0,1.0,Psychology,1.0,a5034124363,https://ottolab.persona.co/People,2008.0,Psychological Science,4.9552501575
A. Ross Otto,2012,2.0,1.0,2.0,42,The University of Texas at Austin,3.0,2.0,2.0,0.0,0.0,0.4,5.0,3.0,0.0,1.0,17.0,1.0,Psychology,1.0,a5034124363,https://ottolab.persona.co/People,2008.0,Psychological Science,4.9552501575
A. Ross Otto,2013,0.0,2.0,6.0,43,The University of Texas at Austin,3.0,5.0,0.0,0.0,2.0,0.75,8.0,3.0,0.267,1.0,17.0,1.0,Psychology,1.0,a5034124363,https://ottolab.persona.co/People,2008.0,Psychological Science,4.9552501575
A. Ross Otto,2014,1.0,1.0,9.0,44,New York University,7.0,4.0,,,,0.8181818181818182,11.0,4.0,0.5,1.0,17.0,1.0,Psychology,1.0,a5034124363,https://ottolab.persona.co/People,2008.0,Psychological Science,4.9552501575
A. Ross Otto,2015,0.0,0.0,10.0,45,New York University,4.0,6.0,0.0,0.0,2.0,1.0,10.0,4.0,0.19,1.0,17.0,1.0,Psychology,1.0,a5034124363,https://ottolab.persona.co/People,2008.0,Psychological Science,4.9552501575
A. Ross Otto,2016,0.0,2.0,10.0,46,New York University,7.0,5.0,0.0,1.0,1.0,0.8333333333333334,12.0,4.0,0.25,1.0,17.0,1.0,Psychology,1.0,a5034124363,https://ottolab.persona.co/People,2008.0,Psychological Science,4.9552501575
A. Ross Otto,2017,0.0,1.0,3.0,47,McGill University,1.0,3.0,,,,0.75,4.0,2.0,1.0,1.0,17.0,1.0,Psychology,1.0,a5034124363,https://ottolab.persona.co/People,2008.0,Psychological Science,4.9552501575
A. Ross Otto,2018,1.0,2.0,21.0,48,McGill University,6.0,18.0,0.0,0.0,3.0,0.875,24.0,10.0,0.121,1.0,17.0,1.0,Psychology,1.0,a5034124363,https://ottolab.persona.co/People,2008.0,Psychological Science,19.769274975000002
A. Ross Otto,2019,0.0,1.0,20.0,49,McGill University,9.0,12.0,,,,0.9523809523809524,21.0,11.0,0.343,1.0,17.0,1.0,Psychology,1.0,a5034124363,https://ottolab.persona.co/People,2008.0,Psychological Science,19.769274975000002
A. Ross Otto,2020,1.0,1.0,22.0,50,McGill University,6.0,18.0,0.0,1.0,12.0,0.9166666666666666,24.0,11.0,0.162,1.0,17.0,1.0,Psychology,1.0,a5034124363,https://ottolab.persona.co/People,2008.0,Psychological Science,19.769274975000002
A. Ross Otto,2021,1.0,3.0,17.0,51,McGill University,5.0,16.0,0.0,1.0,12.0,0.8095238095238095,21.0,8.0,0.231,1.0,17.0,1.0,Psychology,1.0,a5034124363,https://ottolab.persona.co/People,2008.0,Psychological Science,19.769274975000002
A. Ross Otto,2022,0.0,2.0,36.0,52,McGill University,17.0,21.0,0.0,1.0,11.0,0.9473684210526316,38.0,11.0,0.165,1.0,17.0,1.0,Psychology,1.0,a5034124363,https://ottolab.persona.co/People,2008.0,Psychological Science,19.769274975000002
A. Ross Otto,2023,2.0,3.0,15.0,53,McGill University,13.0,7.0,0.0,1.0,4.0,0.75,20.0,5.0,0.242,1.0,17.0,1.0,Psychology,1.0,a5034124363,https://ottolab.persona.co/People,2008.0,Psychological Science,19.769274975000002
Aaron Clauset,2004,1.0,0.0,0.0,1,University of New Mexico,0.0,1.0,,,,0.0,1.0,2.0,0.0,1.0,,1.0,Computer Science,1.0,A5014647140,https://aaronclauset.github.io/labgroup.htm,,Computer Science,0.228355821295
Aaron Clauset,2005,2.0,1.0,0.0,2,University of New Mexico,0.0,3.0,,,,0.0,3.0,4.0,0.0,1.0,,1.0,Computer Science,1.0,A5014647140,https://aaronclauset.github.io/labgroup.htm,,Computer Science,0.228355821295
Aaron Clauset,2006,1.0,2.0,0.0,3,University of New Mexico,1.0,2.0,0.0,2.0,0.0,0.0,3.0,2.0,0.0,1.0,,1.0,Computer Science,1.0,A5014647140,https://aaronclauset.github.io/labgroup.htm,,Computer Science,0.228355821295
Aaron Clauset,2007,3.0,0.0,0.0,4,Santa Fe Institute,1.0,2.0,,,,0.0,3.0,2.0,0.0,1.0,,1.0,Computer Science,1.0,A5014647140,https://aaronclauset.github.io/labgroup.htm,,Computer Science,0.228355821295
Aaron Clauset,2008,4.0,0.0,0.0,5,Santa Fe Institute,3.0,1.0,2.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,,1.0,Computer Science,1.0,A5014647140,https://aaronclauset.github.io/labgroup.htm,,Computer Science,0.228355821295
Aaron Clauset,2009,7.0,3.0,0.0,6,Santa Fe Institute,5.0,5.0,1.0,0.0,0.0,0.0,10.0,10.0,0.0,1.0,,1.0,Computer Science,1.0,A5014647140,https://aaronclauset.github.io/labgroup.htm,,Computer Science,0.228355821295
Aaron Clauset,2010,5.0,2.0,0.0,7,Santa Fe Institute,2.0,5.0,0.0,1.0,0.0,0.0,7.0,8.0,0.0,1.0,,1.0,Computer Science,1.0,A5014647140,https://aaronclauset.github.io/labgroup.htm,,Computer Science,0.228355821295
Aaron Clauset,2011,0.0,2.0,1.0,8,,1.0,2.0,,,,0.3333333333333333,3.0,1.0,0.0,1.0,,1.0,Computer Science,1.0,A5014647140,https://aaronclauset.github.io/labgroup.htm,,Computer Science,0.228355821295
Aaron Clauset,2012,1.0,1.0,0.0,9,Santa Fe Institute,1.0,1.0,,,,0.0,2.0,3.0,0.0,1.0,,1.0,Computer Science,1.0,A5014647140,https://aaronclauset.github.io/labgroup.htm,,Computer Science,0.228355821295
Aaron Clauset,2013,11.0,9.0,19.0,10,University of Colorado Boulder,2.0,37.0,0.0,0.0,1.0,0.4871794871794871,39.0,11.0,0.611,1.0,,1.0,Computer Science,1.0,A5014647140,https://aaronclauset.github.io/labgroup.htm,,Computer Science,11.458845785
Aaron Clauset,2014,1.0,4.0,7.0,11,University of Colorado Boulder,10.0,2.0,0.0,2.0,2.0,0.5833333333333334,12.0,8.0,0.7,1.0,,1.0,Computer Science,1.0,A5014647140,https://aaronclauset.github.io/labgroup.htm,,Computer Science,11.458845785
Aaron Clauset,2015,10.0,9.0,7.0,12,University of Colorado Boulder,5.0,21.0,0.0,2.0,2.0,0.2692307692307692,26.0,9.0,0.538,1.0,,1.0,Computer Science,1.0,A5014647140,https://aaronclauset.github.io/labgroup.htm,,Computer Science,11.458845785
Aaron Clauset,2016,3.0,3.0,6.0,13,University of Colorado Boulder,4.0,8.0,1.0,0.0,1.0,0.5,12.0,5.0,0.4,1.0,,1.0,Computer Science,1.0,A5014647140,https://aaronclauset.github.io/labgroup.htm,,Computer Science,11.458845785
Aaron Clauset,2017,54.0,52.0,26.0,14,Santa Fe Institute,10.0,122.0,0.0,0.0,1.0,0.1969696969696969,132.0,11.0,0.949,1.0,,1.0,Computer Science,1.0,A5014647140,https://aaronclauset.github.io/labgroup.htm,,Computer Science,11.458845785
Aaron Clauset,2018,18.0,10.0,5.0,15,University of Colorado Boulder,25.0,8.0,0.0,0.0,3.0,0.1515151515151515,33.0,6.0,1.0,1.0,,1.0,Computer Science,1.0,A5014647140,https://aaronclauset.github.io/labgroup.htm,,Computer Science,11.458845785
Aaron Clauset,2019,18.0,13.0,11.0,16,University of Colorado Boulder,33.0,9.0,0.0,0.0,4.0,0.2619047619047619,42.0,13.0,0.167,1.0,,1.0,Computer Science,1.0,A5014647140,https://aaronclauset.github.io/labgroup.htm,,Computer Science,11.458845785
Aaron Clauset,2020,16.0,14.0,6.0,17,University of Colorado Boulder,19.0,17.0,0.0,0.0,2.0,0.1666666666666666,36.0,6.0,0.451,1.0,,1.0,Computer Science,1.0,A5014647140,https://aaronclauset.github.io/labgroup.htm,,Computer Science,11.458845785
Aaron Clauset,2021,10.0,15.0,19.0,18,University of Colorado Boulder,22.0,22.0,1.0,3.0,12.0,0.4318181818181818,44.0,11.0,0.345,1.0,,1.0,Computer Science,1.0,A5014647140,https://aaronclauset.github.io/labgroup.htm,,Computer Science,11.458845785
Aaron Clauset,2022,5.0,3.0,7.0,19,University of Colorado Boulder,4.0,11.0,0.0,0.0,5.0,0.4666666666666667,15.0,7.0,0.444,1.0,,1.0,Computer Science,1.0,A5014647140,https://aaronclauset.github.io/labgroup.htm,,Computer Science,11.458845785
Aaron Clauset,2023,12.0,15.0,16.0,20,University of Colorado Boulder,35.0,8.0,0.0,0.0,6.0,0.3720930232558139,43.0,7.0,0.337,1.0,,1.0,Computer Science,1.0,A5014647140,https://aaronclauset.github.io/labgroup.htm,,Computer Science,11.458845785
Abigail Crocker,2004,9.0,1.0,0.0,0,Dartmouth–Hitchcock Medical Center,0.0,10.0,9.0,1.0,0.0,0.0,10.0,1.0,0.0,1.0,,0.0,Mathematics and Statistics,0.0,A5063968442,,,Mathematical Sciences,0.9140448655
Abigail Crocker,2005,5.0,0.0,0.0,1,University of Vermont,1.0,4.0,5.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,,0.0,Mathematics and Statistics,0.0,A5063968442,,,Mathematical Sciences,0.9140448655
Abigail Crocker,2006,15.0,1.0,0.0,2,University of Vermont,3.0,13.0,3.0,1.0,0.0,0.0,16.0,1.0,0.0,1.0,,0.0,Mathematics and Statistics,0.0,A5063968442,,,Mathematical Sciences,0.9140448655
Abigail Crocker,2007,18.0,5.0,0.0,3,University of Vermont,12.0,11.0,14.0,4.0,0.0,0.0,23.0,3.0,0.0,1.0,,0.0,Mathematics and Statistics,0.0,A5063968442,,,Mathematical Sciences,0.9140448655
Abigail Crocker,2008,11.0,2.0,0.0,4,University of Vermont,9.0,4.0,8.0,2.0,0.0,0.0,13.0,1.0,0.0,1.0,,0.0,Mathematics and Statistics,0.0,A5063968442,,,Mathematical Sciences,0.9140448655
Abigail Crocker,2009,3.0,1.0,0.0,5,University of Vermont,2.0,2.0,2.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,,0.0,Mathematics and Statistics,0.0,A5063968442,,,Mathematical Sciences,0.9140448655
Abigail Crocker,2015,10.0,2.0,3.0,11,University of Vermont,0.0,15.0,4.0,2.0,2.0,0.2,15.0,4.0,0.583,1.0,,0.0,Mathematics and Statistics,0.0,A5063968442,,,Mathematical Sciences,0.9140448655
Abigail Crocker,2016,5.0,2.0,1.0,12,University of Vermont,3.0,5.0,2.0,2.0,1.0,0.125,8.0,1.0,1.0,1.0,,0.0,Mathematics and Statistics,0.0,A5063968442,,,Mathematical Sciences,0.9140448655
Abigail Crocker,2017,8.0,0.0,4.0,13,University of Vermont,4.0,8.0,1.0,0.0,0.0,0.3333333333333333,12.0,2.0,0.511,1.0,,0.0,Mathematics and Statistics,0.0,A5063968442,,,Mathematical Sciences,0.9140448655
Abigail Crocker,2018,3.0,0.0,0.0,14,University of Vermont,0.0,3.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,,0.0,Mathematics and Statistics,0.0,A5063968442,,,Mathematical Sciences,0.9140448655
Abigail Crocker,2019,3.0,0.0,1.0,15,University of Vermont,0.0,4.0,2.0,0.0,1.0,0.25,4.0,2.0,1.0,1.0,,0.0,Mathematics and Statistics,0.0,A5063968442,,,Mathematical Sciences,0.9140448655
Abigail Crocker,2020,17.0,11.0,16.0,16,University of Vermont,4.0,40.0,5.0,4.0,8.0,0.3636363636363636,44.0,3.0,0.5,1.0,,0.0,Mathematics and Statistics,0.0,A5063968442,,,Mathematical Sciences,12.051164049999999
Abigail Crocker,2021,16.0,13.0,10.0,17,University of Vermont,32.0,7.0,7.0,4.0,8.0,0.2564102564102564,39.0,4.0,0.791,1.0,,0.0,Mathematics and Statistics,0.0,A5063968442,,,Mathematical Sciences,12.051164049999999
Abigail Crocker,2022,15.0,10.0,12.0,18,University of Vermont,26.0,11.0,5.0,1.0,5.0,0.3243243243243243,37.0,4.0,0.765,1.0,,0.0,Mathematics and Statistics,0.0,A5063968442,,,Mathematical Sciences,12.051164049999999
Abigail Crocker,2023,22.0,15.0,14.0,19,University of Vermont,31.0,20.0,6.0,6.0,8.0,0.2745098039215686,51.0,5.0,0.677,1.0,,0.0,Mathematics and Statistics,0.0,A5063968442,,,Mathematical Sciences,12.051164049999999
Adam K. Anderson,1994,5.0,1.0,0.0,0,Harvard University Press,0.0,6.0,2.0,0.0,0.0,0.0,6.0,2.0,0.0,1.0,,1.0,Human Development,1.0,A5018443530,http://aclab.human.cornell.edu/People.html,,Social Sciences,0.110473661693075
Adam K. Anderson,1996,4.0,3.0,0.0,2,Harvard University,1.0,6.0,1.0,0.0,0.0,0.0,7.0,1.0,0.0,1.0,,1.0,Human Development,1.0,A5018443530,http://aclab.human.cornell.edu/People.html,,Social Sciences,0.110473661693075
Adam K. Anderson,1998,2.0,1.0,0.0,4,Yale University,0.0,3.0,2.0,1.0,0.0,0.0,3.0,2.0,0.0,1.0,,1.0,Human Development,1.0,A5018443530,http://aclab.human.cornell.edu/People.html,,Social Sciences,0.110473661693075
